Region,Subregion,country,iso3_code,Indicator,Disaggregation,Gender,Source,Unit,Year,Value,Footnote
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2019,2,IP - Intimate partner
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2019,0.23,IP - Intimate partner
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2019,3,IP - Intimate partner
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2019,0.29,IP - Intimate partner
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims,-,Female,CTS,Count,2019,42,
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2019,4.08,
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims,-,Male,CTS,Count,2019,23,
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2019,2.62,
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims,-,Total (all ages),NSO,Count,2019,75,
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2019,3.93,
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims,-,Total (all ages),Covid-19,Count,2020,49,
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims,-,Total (all ages),Covid-19,"Rate per  100,000 population",2020,2.6,
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims,-,Male,Covid-19,Count,2020,21,
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims,-,Male,Covid-19,"Rate per  100,000 population",2020,2.42,
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims,-,Female,Covid-19,Count,2020,28,
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims,-,Female,Covid-19,"Rate per  100,000 population",2020,2.75,
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,Covid-19,Count,2020,21,IPFM - Intimate partner or family member
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,Covid-19,"Rate per  100,000 population",2020,1.11,IPFM - Intimate partner or family member
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,Covid-19,Count,2020,3,IP - Intimate partner
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,Covid-19,"Rate per  100,000 population",2020,0.16,IP - Intimate partner
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,Covid-19,Count,2020,0,IP - Intimate partner
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,Covid-19,"Rate per  100,000 population",2020,0,IP - Intimate partner
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,Covid-19,Count,2020,3,IP - Intimate partner
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,Covid-19,"Rate per  100,000 population",2020,0.3,IP - Intimate partner
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,Covid-19,Count,2020,8,IPFM - Intimate partner or family member
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,Covid-19,"Rate per  100,000 population",2020,0.92,IPFM - Intimate partner or family member
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,Covid-19,Count,2020,13,IPFM - Intimate partner or family member
Europe,Northern Europe,Latvia,LVA,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,Covid-19,"Rate per  100,000 population",2020,1.28,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,Count,2008,183,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2008,3.84,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,Count,2009,145,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2009,3.01,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,Count,2010,163,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2010,3.29,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,Count,2011,168,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2011,3.23,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,Count,2012,194,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2012,3.5,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,Count,2013,236,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2013,3.99,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,Count,2014,240,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2014,3.83,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,Count,2015,231,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2015,3.54,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2015,1,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2015,0.02,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,1,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2015,0.03,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2015,1,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2015,0.02,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,1,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2015,0.03,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,Count,2016,235,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2016,3.5,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2016,1,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2016,0.01,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2016,1,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2016,0.03,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2016,1,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2016,0.01,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2016,1,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2016,0.03,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2017,2,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2017,0.03,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2017,2,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2017,0.06,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2017,2,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2017,0.03,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2017,2,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2017,0.06,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),SDG,Count,2017,246,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),SDG,"Rate per  100,000 population",2017,3.61,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2018,1,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2018,0.03,IP - Intimate partner
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2018,2,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2018,0.06,IPFM - Intimate partner or family member
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),SDG,Count,2018,172,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),SDG,"Rate per  100,000 population",2018,2.51,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,Count,2019,182,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2019,2.65,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,Count,2020,128,
Asia,Western Asia,Lebanon,LBN,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2020,1.88,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1990,519,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1990,30.46,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1991,549,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1991,31.51,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1992,640,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1992,35.91,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1993,665,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1993,36.49,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1994,833,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1994,44.75,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),CTS,Count,2007,895,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2007,45.04,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),CTS,Count,2008,752,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2008,37.84,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),NSO,Count,2010,764,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2010,38.28,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),NSO,Count,2011,712,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2011,35.53,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),NSO,Count,2012,641,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2012,31.81,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),NSO,Count,2013,658,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2013,32.44,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),NSO,Count,2015,897,
Africa,Sub-Saharan Africa,Lesotho,LSO,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2015,43.56,
Africa,Sub-Saharan Africa,Liberia,LBR,Homicide: # of victims,-,Total (all ages),UNMIL,Count,2007,,
Africa,Sub-Saharan Africa,Liberia,LBR,Homicide: # of victims,-,Total (all ages),UNMIL,"Rate per  100,000 population",2007,2.89,
Africa,Sub-Saharan Africa,Liberia,LBR,Homicide: # of victims,-,Total (all ages),UNMIL,Count,2008,177,
Africa,Sub-Saharan Africa,Liberia,LBR,Homicide: # of victims,-,Total (all ages),UNMIL,"Rate per  100,000 population",2008,4.91,
Africa,Sub-Saharan Africa,Liberia,LBR,Homicide: # of victims,-,Total (all ages),UNMIL,Count,2009,145,
Africa,Sub-Saharan Africa,Liberia,LBR,Homicide: # of victims,-,Total (all ages),UNMIL,"Rate per  100,000 population",2009,3.86,
Africa,Sub-Saharan Africa,Liberia,LBR,Homicide: # of victims,-,Total (all ages),UNMIL,Count,2010,129,
Africa,Sub-Saharan Africa,Liberia,LBR,Homicide: # of victims,-,Total (all ages),UNMIL,"Rate per  100,000 population",2010,3.32,
Africa,Sub-Saharan Africa,Liberia,LBR,Homicide: # of victims,-,Total (all ages),UNMIL,Count,2011,161,
Africa,Sub-Saharan Africa,Liberia,LBR,Homicide: # of victims,-,Total (all ages),UNMIL,"Rate per  100,000 population",2011,4.01,
Africa,Sub-Saharan Africa,Liberia,LBR,Homicide: # of victims,-,Total (all ages),UNMIL,Count,2012,135,
Africa,Sub-Saharan Africa,Liberia,LBR,Homicide: # of victims,-,Total (all ages),UNMIL,"Rate per  100,000 population",2012,3.26,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,1994,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",1994,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,1995,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",1995,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,1996,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",1996,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,1997,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",1997,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,1998,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",1998,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,1999,1,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",1999,3.05,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,2000,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",2000,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,2001,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",2001,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,2002,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",2002,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,2003,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",2003,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,Count,2004,1,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),Eurostat,"Rate per  100,000 population",2004,2.9,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,Count,2007,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2007,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,Count,2008,1,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2008,2.82,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,Count,2009,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2009, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,Count,2009,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2009, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,Count,2009,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2009,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,Count,2010,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2010, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,Count,2010,1,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2010, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,Count,2010,1,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2010,2.78,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2010,1,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2010,2.78,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2010,1,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2010, NA,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2010,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2010, NA,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2010,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2010,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,Count,2011,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2011, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,Count,2011,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2011, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,Count,2011,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2011,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2011,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2011,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2011,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2011, NA,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2011,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2011, NA,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2011,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2011,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,Count,2012,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2012, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,Count,2012,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2012, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,Count,2012,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2012,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2012,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2012,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2012,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2012, NA,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2012,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2012, NA,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2012,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2012,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,Count,2013,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2013, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,Count,2013,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2013, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,Count,2013,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2013,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,Count,2014,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2014, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,Count,2014,1,
